年,週,就診類別,年齡別,county,NHIAcute,健保就診總人次
2013,42,門診,0-4,台南市,4857,28629
2013,42,門診,0-4,宜蘭縣,2816,6867
2013,42,門診,0-4,花蓮縣,1025,4270
2013,42,門診,0-4,金門縣,242,1339
2013,42,門診,0-4,南投縣,2109,7310
2013,42,門診,0-4,屏東縣,2156,10141
2013,42,門診,0-4,苗栗縣,1930,7261
2013,42,門診,0-4,桃園市,8807,36993
2013,42,門診,0-4,高雄市,8870,40204
2013,42,門診,0-4,基隆市,997,4856
2013,42,門診,0-4,連江縣,7,52
2013,42,門診,0-4,雲林縣,2111,9925
2013,42,門診,0-4,新北市,18189,68602
2013,42,門診,0-4,新竹市,1740,10709
2013,42,門診,0-4,新竹縣,2448,8391
2013,42,門診,0-4,嘉義市,1075,6703
2013,42,門診,0-4,嘉義縣,936,4010
2013,42,門診,0-4,彰化縣,4172,21349
2013,42,門診,0-4,澎湖縣,129,1129
2013,42,門診,15-24,台中市,7295,56899
2013,42,門診,15-24,台北市,5917,44810
2013,42,門診,15-24,台東縣,330,2017
2013,42,門診,15-24,台南市,3825,31828
2013,42,門診,15-24,宜蘭縣,955,6297
2013,42,門診,15-24,花蓮縣,703,4903
2013,42,門診,15-24,金門縣,252,1463
2013,42,門診,15-24,南投縣,1005,6964
2013,42,門診,15-24,屏東縣,1788,11611
2013,42,門診,15-24,苗栗縣,1141,6736
2013,42,門診,15-24,桃園市,3899,31949
2013,42,門診,15-24,高雄市,6683,48640
2013,42,門診,15-24,基隆市,813,5745
2013,42,門診,15-24,連江縣,32,225
2013,42,門診,15-24,雲林縣,1416,9988
2013,42,門診,15-24,新北市,10317,65780
2013,42,門診,15-24,新竹市,858,8928
2013,42,門診,15-24,新竹縣,1146,6401
2013,42,門診,15-24,嘉義市,602,7619
2013,42,門診,15-24,嘉義縣,1010,5257
2013,42,門診,15-24,彰化縣,2515,18787
2013,42,門診,15-24,澎湖縣,113,1710
2013,42,門診,25-64,台中市,27412,330928
2013,42,門診,25-64,台北市,23581,355524
2013,42,門診,25-64,台東縣,1711,19631
2013,42,門診,25-64,台南市,16147,226303
2013,42,門診,25-64,宜蘭縣,3534,42671
2013,42,門診,25-64,花蓮縣,2469,35802
2013,42,門診,25-64,金門縣,777,8097
2013,42,門診,25-64,南投縣,4830,48928
2013,42,門診,25-64,屏東縣,7121,83493
2013,42,門診,25-64,苗栗縣,5022,47629
2013,42,門診,25-64,桃園市,17354,221563
2013,42,門診,25-64,高雄市,27072,345202
2013,42,門診,25-64,基隆市,3620,44832
2013,42,門診,25-64,連江縣,28,629
2013,42,門診,25-64,雲林縣,5831,71866
2013,42,門診,25-64,新北市,42710,408929
2013,42,門診,25-64,新竹市,3203,58109
2013,42,門診,25-64,新竹縣,4824,40088
2013,42,門診,25-64,嘉義市,2888,54123
2013,42,門診,25-64,嘉義縣,3677,39890
2013,42,門診,25-64,彰化縣,10520,131877
2013,42,門診,25-64,澎湖縣,700,14724
2013,42,門診,5-14,台中市,10369,68578
2013,42,門診,5-14,台北市,8378,50815
2013,42,門診,5-14,台東縣,866,2999
2013,42,門診,5-14,台南市,5346,34649
2013,42,門診,5-14,宜蘭縣,2219,8553
2013,42,門診,5-14,花蓮縣,1181,5718
2013,42,門診,5-14,金門縣,328,1690
2013,42,門診,5-14,南投縣,2316,10549
2013,42,門診,5-14,屏東縣,2874,15670
2013,42,門診,5-14,苗栗縣,1933,9522
2013,42,門診,5-14,桃園市,8116,49698
2013,42,門診,5-14,高雄市,10625,57564
2013,42,門診,5-14,基隆市,1081,7317
2013,42,門診,5-14,連江縣,14,68
2013,42,門診,5-14,雲林縣,2577,14622
2013,42,門診,5-14,新北市,18857,97113
2013,42,門診,5-14,新竹市,1389,11160
2013,42,門診,5-14,新竹縣,2516,11109
2013,42,門診,5-14,嘉義市,1159,9842
2013,42,門診,5-14,嘉義縣,1535,6999
2013,42,門診,5-14,彰化縣,4735,29350
2013,42,門診,5-14,澎湖縣,166,2083
2013,42,門診,65+,台中市,7024,119617
2013,42,門診,65+,台北市,6876,173793
2013,42,門診,65+,台東縣,853,11879
2013,42,門診,65+,台南市,4976,101725
2013,42,門診,65+,宜蘭縣,1344,26223
2013,42,門診,65+,花蓮縣,961,19862
2013,42,門診,65+,金門縣,214,3634
2013,42,門診,65+,南投縣,1898,28604
2013,42,門診,65+,屏東縣,3069,48839
2013,42,門診,65+,苗栗縣,1591,25244
2013,42,門診,65+,桃園市,3754,76301
2013,42,門診,65+,高雄市,8106,145540
2013,42,門診,65+,基隆市,1457,21539
2013,42,門診,65+,連江縣,4,223
2013,42,門診,65+,雲林縣,2131,42016
2013,42,門診,65+,新北市,9414,129287
2013,42,門診,65+,新竹市,755,19989
2013,42,門診,65+,新竹縣,1105,15696
2013,42,門診,65+,嘉義市,977,23588
2013,42,門診,65+,嘉義縣,1996,30493
2013,42,門診,65+,彰化縣,3454,64351
2013,42,門診,65+,澎湖縣,300,8640
2013,43,住院,0-4,台中市,1,183
2013,43,住院,0-4,台北市,8,287
2013,43,住院,0-4,台東縣,1,17
2013,43,住院,0-4,台南市,0,40
2013,43,住院,0-4,宜蘭縣,1,119
2013,43,住院,0-4,花蓮縣,2,40
2013,43,住院,0-4,金門縣,1,5
2013,43,住院,0-4,南投縣,0,38
2013,43,住院,0-4,屏東縣,0,31
2013,43,住院,0-4,苗栗縣,0,1
2013,43,住院,0-4,桃園市,3,260
2013,43,住院,0-4,高雄市,1,203
2013,43,住院,0-4,基隆市,0,26
2013,43,住院,0-4,連江縣,0,1
2013,43,住院,0-4,雲林縣,0,2
2013,43,住院,0-4,新北市,1,134
2013,43,住院,0-4,新竹市,0,71
2013,43,住院,0-4,新竹縣,0,13
2013,43,住院,0-4,嘉義市,0,27
2013,43,住院,0-4,嘉義縣,0,33
2013,43,住院,0-4,彰化縣,2,142
2013,43,住院,15-24,台中市,2,204
2013,43,住院,15-24,台北市,2,260
2013,43,住院,15-24,台東縣,0,12
2013,43,住院,15-24,台南市,2,67
2013,43,住院,15-24,宜蘭縣,0,64
2013,43,住院,15-24,花蓮縣,0,39
2013,43,住院,15-24,金門縣,0,3
2013,43,住院,15-24,南投縣,0,22
2013,43,住院,15-24,屏東縣,0,32
2013,43,住院,15-24,苗栗縣,0,17
2013,43,住院,15-24,桃園市,1,231
2013,43,住院,15-24,高雄市,4,220
2013,43,住院,15-24,基隆市,2,26
2013,43,住院,15-24,連江縣,0,1
2013,43,住院,15-24,雲林縣,1,10
2013,43,住院,15-24,新北市,4,172
2013,43,住院,15-24,新竹市,0,28
2013,43,住院,15-24,新竹縣,0,21
2013,43,住院,15-24,嘉義市,2,29
2013,43,住院,15-24,嘉義縣,0,37
2013,43,住院,15-24,彰化縣,6,122
2013,43,住院,25-64,台中市,8,2448
2013,43,住院,25-64,台北市,35,4674
2013,43,住院,25-64,台東縣,0,156
2013,43,住院,25-64,台南市,6,1373
2013,43,住院,25-64,宜蘭縣,0,566
2013,43,住院,25-64,花蓮縣,0,440
2013,43,住院,25-64,金門縣,1,28
2013,43,住院,25-64,南投縣,0,208
2013,43,住院,25-64,屏東縣,1,363
2013,43,住院,25-64,苗栗縣,0,162
2013,43,住院,25-64,桃園市,12,2408
2013,43,住院,25-64,高雄市,28,2893
2013,43,住院,25-64,基隆市,11,338
2013,43,住院,25-64,連江縣,0,1
2013,43,住院,25-64,雲林縣,29,302
2013,43,住院,25-64,新北市,79,2350
2013,43,住院,25-64,新竹市,2,619
2013,43,住院,25-64,新竹縣,8,165
2013,43,住院,25-64,嘉義市,9,340
2013,43,住院,25-64,嘉義縣,1,529
2013,43,住院,25-64,彰化縣,14,1170
2013,43,住院,25-64,澎湖縣,0,18
2013,43,住院,5-14,台中市,1,132
2013,43,住院,5-14,台北市,9,219
2013,43,住院,5-14,台東縣,0,8
2013,43,住院,5-14,台南市,0,32
2013,43,住院,5-14,宜蘭縣,1,63
2013,43,住院,5-14,花蓮縣,0,18
2013,43,住院,5-14,金門縣,0,2
2013,43,住院,5-14,南投縣,0,20
2013,43,住院,5-14,屏東縣,0,23
2013,43,住院,5-14,苗栗縣,0,2
2013,43,住院,5-14,桃園市,1,141
2013,43,住院,5-14,高雄市,0,119
2013,43,住院,5-14,基隆市,0,24
2013,43,住院,5-14,雲林縣,0,3
2013,43,住院,5-14,新北市,1,74
2013,43,住院,5-14,新竹市,0,27
2013,43,住院,5-14,新竹縣,1,9
2013,43,住院,5-14,嘉義市,0,12
2013,43,住院,5-14,嘉義縣,0,16
2013,43,住院,5-14,彰化縣,1,91
2013,43,住院,5-14,澎湖縣,0,1
2013,43,住院,65+,台中市,3,1224
2013,43,住院,65+,台北市,8,2665
2013,43,住院,65+,台東縣,0,162
2013,43,住院,65+,台南市,1,689
2013,43,住院,65+,宜蘭縣,1,409
2013,43,住院,65+,花蓮縣,0,293
2013,43,住院,65+,金門縣,0,21
2013,43,住院,65+,南投縣,0,155
2013,43,住院,65+,屏東縣,0,213
2013,43,住院,65+,苗栗縣,0,139
2013,43,住院,65+,桃園市,2,1241
2013,43,住院,65+,高雄市,0,1533
2013,43,住院,65+,基隆市,0,284
2013,43,住院,65+,連江縣,0,2
2013,43,住院,65+,雲林縣,0,260
2013,43,住院,65+,新北市,1,1382
2013,43,住院,65+,新竹市,0,298
2013,43,住院,65+,新竹縣,0,95
2013,43,住院,65+,嘉義市,0,145
2013,43,住院,65+,嘉義縣,0,500
2013,43,住院,65+,彰化縣,1,846
2013,43,住院,65+,澎湖縣,0,5
2013,43,門診,0-4,台中市,10048,51384
2013,43,門診,0-4,台北市,7976,33466
2013,43,門診,0-4,台東縣,890,2078
2013,43,門診,0-4,台南市,5246,29672
2013,43,門診,0-4,宜蘭縣,2917,6828
2013,43,門診,0-4,花蓮縣,1181,4599
2013,43,門診,0-4,金門縣,293,1378
2013,43,門診,0-4,南投縣,2456,8011
2013,43,門診,0-4,屏東縣,2403,10455
2013,43,門診,0-4,苗栗縣,2011,7514
2013,43,門診,0-4,桃園市,9438,37018
2013,43,門診,0-4,高雄市,9511,41522
2013,43,門診,0-4,基隆市,995,4789
2013,43,門診,0-4,連江縣,15,104
2013,43,門診,0-4,雲林縣,2543,11152
2013,43,門診,0-4,新北市,19140,69835
2013,43,門診,0-4,新竹市,1860,10841
2013,43,門診,0-4,新竹縣,2670,9069
2013,43,門診,0-4,嘉義市,1270,7120
2013,43,門診,0-4,嘉義縣,1011,4152
2013,43,門診,0-4,彰化縣,4608,22573
2013,43,門診,0-4,澎湖縣,116,1102
2013,43,門診,15-24,台中市,7674,57663
2013,43,門診,15-24,台北市,6874,46746
2013,43,門診,15-24,台東縣,405,2024
2013,43,門診,15-24,台南市,4139,33757
2013,43,門診,15-24,宜蘭縣,1067,6777
2013,43,門診,15-24,花蓮縣,665,5191
2013,43,門診,15-24,金門縣,313,1648
2013,43,門診,15-24,南投縣,1210,7450
2013,43,門診,15-24,屏東縣,1946,12006
2013,43,門診,15-24,苗栗縣,1188,6736
2013,43,門診,15-24,桃園市,4722,34825
2013,43,門診,15-24,高雄市,7468,50673
2013,43,門診,15-24,基隆市,902,6316
2013,43,門診,15-24,連江縣,20,250
2013,43,門診,15-24,雲林縣,1584,10408
2013,43,門診,15-24,新北市,11719,68811
2013,43,門診,15-24,新竹市,972,9038
2013,43,門診,15-24,新竹縣,1254,6613
2013,43,門診,15-24,嘉義市,758,7858
2013,43,門診,15-24,嘉義縣,1232,5713
2013,43,門診,15-24,彰化縣,2874,20549
2013,43,門診,15-24,澎湖縣,125,1708
2013,43,門診,25-64,台中市,29993,332328
2013,43,門診,25-64,台北市,25920,348232
2013,43,門診,25-64,台東縣,1813,18823
2013,43,門診,25-64,台南市,17025,219790
2013,43,門診,25-64,宜蘭縣,3736,41578
2013,43,門診,25-64,花蓮縣,2769,37101
2013,43,門診,25-64,金門縣,940,7752
2013,43,門診,25-64,南投縣,5248,48790
2013,43,門診,25-64,屏東縣,7978,83554
2013,43,門診,25-64,苗栗縣,5196,45705
2013,43,門診,25-64,桃園市,18410,215167
2013,43,門診,25-64,高雄市,30236,344496
2013,43,門診,25-64,基隆市,3833,44625
2013,43,門診,25-64,連江縣,34,698
2013,43,門診,25-64,雲林縣,6407,70635
2013,43,門診,25-64,新北市,46956,410753
2013,43,門診,25-64,新竹市,3355,57299
2013,43,門診,25-64,新竹縣,5153,38615
2013,43,門診,25-64,嘉義市,3198,54062
2013,43,門診,25-64,嘉義縣,4109,38707
2013,43,門診,25-64,彰化縣,11437,129537
2013,43,門診,25-64,澎湖縣,701,13680
2013,43,門診,5-14,台中市,12365,73507
2013,43,門診,5-14,台北市,9461,52284
2013,43,門診,5-14,台東縣,1049,3297
2013,43,門診,5-14,台南市,6879,40985
2013,43,門診,5-14,宜蘭縣,2594,9001
2013,43,門診,5-14,花蓮縣,1517,6838
2013,43,門診,5-14,金門縣,435,1824
2013,43,門診,5-14,南投縣,2760,12497
2013,43,門診,5-14,屏東縣,3263,16711
2013,43,門診,5-14,苗栗縣,2196,9872
2013,43,門診,5-14,桃園市,9386,51391
2013,43,門診,5-14,高雄市,12910,63923
2013,43,門診,5-14,基隆市,1207,7845
2013,43,門診,5-14,連江縣,26,97
2013,43,門診,5-14,雲林縣,3170,17266
2013,43,門診,5-14,新北市,21816,100974
2013,43,門診,5-14,新竹市,1700,12550
2013,43,門診,5-14,新竹縣,2810,11867
2013,43,門診,5-14,嘉義市,1397,10677
2013,43,門診,5-14,嘉義縣,1936,8042
2013,43,門診,5-14,彰化縣,5529,32484
2013,43,門診,5-14,澎湖縣,200,2268
2013,43,門診,65+,台中市,7270,114865
2013,43,門診,65+,台北市,7144,165067
2013,43,門診,65+,台東縣,919,11618
2013,43,門診,65+,台南市,5166,97496
2013,43,門診,65+,宜蘭縣,1375,24750
2013,43,門診,65+,花蓮縣,981,19472
2013,43,門診,65+,金門縣,221,3446
2013,43,門診,65+,南投縣,2046,28380
2013,43,門診,65+,屏東縣,3492,48632
2013,43,門診,65+,苗栗縣,1663,25428
2013,43,門診,65+,桃園市,3818,72345
2013,43,門診,65+,高雄市,8748,142437
2013,43,門診,65+,基隆市,1429,20271
2013,43,門診,65+,連江縣,4,221
2013,43,門診,65+,雲林縣,2229,40488
2013,43,門診,65+,新北市,9850,124282
2013,43,門診,65+,新竹市,773,19004
2013,43,門診,65+,新竹縣,1146,14944
2013,43,門診,65+,嘉義市,1062,24429
2013,43,門診,65+,嘉義縣,2102,28902
2013,43,門診,65+,彰化縣,3724,60811
2013,43,門診,65+,澎湖縣,285,7900
2013,44,住院,0-4,台中市,2,205
2013,44,住院,0-4,台北市,8,283
2013,44,住院,0-4,台東縣,1,23
2013,44,住院,0-4,台南市,1,40
2013,44,住院,0-4,宜蘭縣,1,101
2013,44,住院,0-4,花蓮縣,1,26
2013,44,住院,0-4,金門縣,0,3
2013,44,住院,0-4,南投縣,0,23
2013,44,住院,0-4,屏東縣,0,27
2013,44,住院,0-4,苗栗縣,0,1
2013,44,住院,0-4,桃園市,0,218
2013,44,住院,0-4,高雄市,0,150
2013,44,住院,0-4,基隆市,0,24
2013,44,住院,0-4,雲林縣,0,2
2013,44,住院,0-4,新北市,4,145
2013,44,住院,0-4,新竹市,4,71
2013,44,住院,0-4,新竹縣,0,12
2013,44,住院,0-4,嘉義市,0,25
2013,44,住院,0-4,嘉義縣,0,44
2013,44,住院,0-4,彰化縣,3,168
2013,44,住院,15-24,台中市,3,211
2013,44,住院,15-24,台北市,2,267
2013,44,住院,15-24,台東縣,0,13
2013,44,住院,15-24,台南市,1,84
2013,44,住院,15-24,宜蘭縣,0,63
2013,44,住院,15-24,花蓮縣,0,36
2013,44,住院,15-24,金門縣,1,2
2013,44,住院,15-24,南投縣,0,22
2013,44,住院,15-24,屏東縣,0,41
2013,44,住院,15-24,苗栗縣,0,25
2013,44,住院,15-24,桃園市,4,246
2013,44,住院,15-24,高雄市,5,221
2013,44,住院,15-24,基隆市,2,36
2013,44,住院,15-24,雲林縣,6,16
2013,44,住院,15-24,新北市,17,203
2013,44,住院,15-24,新竹市,0,31
2013,44,住院,15-24,新竹縣,0,27
2013,44,住院,15-24,嘉義市,5,22
2013,44,住院,15-24,嘉義縣,0,34
2013,44,住院,15-24,彰化縣,1,101
2013,44,住院,15-24,澎湖縣,0,6
2013,44,住院,25-64,台中市,19,2519
2013,44,住院,25-64,台北市,37,4570
2013,44,住院,25-64,台東縣,1,178
2013,44,住院,25-64,台南市,7,1239
2013,44,住院,25-64,宜蘭縣,2,568
2013,44,住院,25-64,花蓮縣,1,465
2013,44,住院,25-64,金門縣,0,32
2013,44,住院,25-64,南投縣,0,174
2013,44,住院,25-64,屏東縣,0,339
2013,44,住院,25-64,苗栗縣,1,172
2013,44,住院,25-64,桃園市,10,2358
2013,44,住院,25-64,高雄市,39,2892
2013,44,住院,25-64,基隆市,31,425
2013,44,住院,25-64,連江縣,0,2
2013,44,住院,25-64,雲林縣,23,281
2013,44,住院,25-64,新北市,97,2340
2013,44,住院,25-64,新竹市,1,527
2013,44,住院,25-64,新竹縣,2,148
2013,44,住院,25-64,嘉義市,14,307
2013,44,住院,25-64,嘉義縣,0,522
2013,44,住院,25-64,彰化縣,10,1119
2013,44,住院,25-64,澎湖縣,0,20
2013,44,住院,5-14,台中市,1,135
2013,44,住院,5-14,台北市,9,221
2013,44,住院,5-14,台東縣,2,13
2013,44,住院,5-14,台南市,1,30
2013,44,住院,5-14,宜蘭縣,0,58
2013,44,住院,5-14,花蓮縣,0,21
2013,44,住院,5-14,南投縣,1,23
2013,44,住院,5-14,屏東縣,0,27
2013,44,住院,5-14,苗栗縣,0,9
2013,44,住院,5-14,桃園市,0,136
2013,44,住院,5-14,高雄市,0,120
2013,44,住院,5-14,基隆市,0,26
2013,44,住院,5-14,雲林縣,0,6
2013,44,住院,5-14,新北市,0,73
2013,44,住院,5-14,新竹市,3,38
2013,44,住院,5-14,新竹縣,0,12
2013,44,住院,5-14,嘉義市,0,13
2013,44,住院,5-14,嘉義縣,0,17
2013,44,住院,5-14,彰化縣,2,82
2013,44,住院,65+,台中市,4,1275
2013,44,住院,65+,台北市,7,2583
2013,44,住院,65+,台東縣,0,143
2013,44,住院,65+,台南市,0,664
2013,44,住院,65+,宜蘭縣,0,401
2013,44,住院,65+,花蓮縣,0,271
2013,44,住院,65+,金門縣,0,20
2013,44,住院,65+,南投縣,0,173
2013,44,住院,65+,屏東縣,1,188
2013,44,住院,65+,苗栗縣,0,155
2013,44,住院,65+,桃園市,0,1381
2013,44,住院,65+,高雄市,1,1485
2013,44,住院,65+,基隆市,0,237
2013,44,住院,65+,連江縣,0,1
2013,44,住院,65+,雲林縣,0,210
2013,44,住院,65+,新北市,2,1388
2013,44,住院,65+,新竹市,2,316
2013,44,住院,65+,新竹縣,0,109
2013,44,住院,65+,嘉義市,0,145
2013,44,住院,65+,嘉義縣,0,471
2013,44,住院,65+,彰化縣,0,832
2013,44,住院,65+,澎湖縣,0,6
2013,44,門診,0-4,台中市,10356,52813
2013,44,門診,0-4,台北市,8012,34181
2013,44,門診,0-4,台東縣,908,2046
2013,44,門診,0-4,台南市,5655,31275
2013,44,門診,0-4,宜蘭縣,2853,6616
2013,44,門診,0-4,花蓮縣,1123,4671
2013,44,門診,0-4,金門縣,326,1454
2013,44,門診,0-4,南投縣,2615,8432
2013,44,門診,0-4,屏東縣,2593,11281
2013,44,門診,0-4,苗栗縣,2188,7924
2013,44,門診,0-4,桃園市,9422,37222
2013,44,門診,0-4,高雄市,10218,43213
2013,44,門診,0-4,基隆市,998,4761
2013,44,門診,0-4,連江縣,5,86
2013,44,門診,0-4,雲林縣,2597,11581
2013,44,門診,0-4,新北市,18940,70084
2013,44,門診,0-4,新竹市,1971,11363
2013,44,門診,0-4,新竹縣,2673,9170
2013,44,門診,0-4,嘉義市,1324,7393
2013,44,門診,0-4,嘉義縣,1099,4405
2013,44,門診,0-4,彰化縣,4932,23214
2013,44,門診,0-4,澎湖縣,141,1195
2013,44,門診,15-24,台中市,7742,57382
2013,44,門診,15-24,台北市,6769,46357
2013,44,門診,15-24,台東縣,463,2062
2013,44,門診,15-24,台南市,4286,33751
2013,44,門診,15-24,宜蘭縣,1032,6377
2013,44,門診,15-24,花蓮縣,702,4965
2013,44,門診,15-24,金門縣,297,1542
2013,44,門診,15-24,南投縣,1158,7436
2013,44,門診,15-24,屏東縣,2087,12273
2013,44,門診,15-24,苗栗縣,1312,7148
2013,44,門診,15-24,桃園市,4865,35303
2013,44,門診,15-24,高雄市,7644,51031
2013,44,門診,15-24,基隆市,806,6025
2013,44,門診,15-24,連江縣,17,203
2013,44,門診,15-24,雲林縣,1520,10116
2013,44,門診,15-24,新北市,11592,69159
2013,44,門診,15-24,新竹市,1015,9177
2013,44,門診,15-24,新竹縣,1366,6431
2013,44,門診,15-24,嘉義市,679,7515
2013,44,門診,15-24,嘉義縣,1187,5445
2013,44,門診,15-24,彰化縣,2874,20111
2013,44,門診,15-24,澎湖縣,124,1891
2013,44,門診,25-64,台中市,30763,342555
2013,44,門診,25-64,台北市,27248,356216
2013,44,門診,25-64,台東縣,2081,19230
2013,44,門診,25-64,台南市,17898,228525
2013,44,門診,25-64,宜蘭縣,4049,41806
2013,44,門診,25-64,花蓮縣,2881,37552
2013,44,門診,25-64,金門縣,984,8059
2013,44,門診,25-64,南投縣,5416,51247
2013,44,門診,25-64,屏東縣,8768,86419
2013,44,門診,25-64,苗栗縣,5464,48157
2013,44,門診,25-64,桃園市,19520,223699
2013,44,門診,25-64,高雄市,32013,353555
2013,44,門診,25-64,基隆市,4035,44263
2013,44,門診,25-64,連江縣,33,649
2013,44,門診,25-64,雲林縣,6881,73186
2013,44,門診,25-64,新北市,49863,423669
2013,44,門診,25-64,新竹市,3559,58559
2013,44,門診,25-64,新竹縣,5557,40208
2013,44,門診,25-64,嘉義市,3191,54827
2013,44,門診,25-64,嘉義縣,4321,39864
2013,44,門診,25-64,彰化縣,11873,132822
2013,44,門診,25-64,澎湖縣,707,14359
2013,44,門診,5-14,台中市,13108,76508
2013,44,門診,5-14,台北市,9826,51763
2013,44,門診,5-14,台東縣,1209,3549
2013,44,門診,5-14,台南市,7765,43426
2013,44,門診,5-14,宜蘭縣,2531,8356
2013,44,門診,5-14,花蓮縣,1488,6703
2013,44,門診,5-14,金門縣,453,1795
2013,44,門診,5-14,南投縣,3077,12604
2013,44,門診,5-14,屏東縣,3607,17288
2013,44,門診,5-14,苗栗縣,2610,10757
2013,44,門診,5-14,桃園市,9750,51926
2013,44,門診,5-14,高雄市,14488,67758
2013,44,門診,5-14,基隆市,1228,7502
2013,44,門診,5-14,連江縣,13,125
2013,44,門診,5-14,雲林縣,3644,18224
2013,44,門診,5-14,新北市,21449,98266
2013,44,門診,5-14,新竹市,2026,13869
2013,44,門診,5-14,新竹縣,3156,12732
2013,44,門診,5-14,嘉義市,1420,10366
2013,44,門診,5-14,嘉義縣,1995,8133
2013,44,門診,5-14,彰化縣,5947,33779
2013,44,門診,5-14,澎湖縣,279,2445
2013,44,門診,65+,台中市,7656,120764
2013,44,門診,65+,台北市,7278,168896
2013,44,門診,65+,台東縣,971,11587
2013,44,門診,65+,台南市,5508,102927
2013,44,門診,65+,宜蘭縣,1435,25911
2013,44,門診,65+,花蓮縣,998,19653
2013,44,門診,65+,金門縣,253,3621
2013,44,門診,65+,南投縣,2074,29768
2013,44,門診,65+,屏東縣,3686,49026
2013,44,門診,65+,苗栗縣,1632,26741
2013,44,門診,65+,桃園市,4108,77074
2013,44,門診,65+,高雄市,9295,147144
2013,44,門診,65+,基隆市,1465,20852
2013,44,門診,65+,連江縣,5,250
2013,44,門診,65+,雲林縣,2390,42876
2013,44,門診,65+,新北市,10009,129210
2013,44,門診,65+,新竹市,791,19812
2013,44,門診,65+,新竹縣,1201,15265
2013,44,門診,65+,嘉義市,1043,25519
2013,44,門診,65+,嘉義縣,2173,29757
2013,44,門診,65+,彰化縣,3779,64008
2013,44,門診,65+,澎湖縣,300,8229
2013,45,住院,0-4,台中市,0,234
2013,45,住院,0-4,台北市,12,327
2013,45,住院,0-4,台東縣,2,27
2013,45,住院,0-4,台南市,0,49
2013,45,住院,0-4,宜蘭縣,1,113
2013,45,住院,0-4,花蓮縣,1,25
2013,45,住院,0-4,金門縣,0,4
2013,45,住院,0-4,南投縣,0,22
2013,45,住院,0-4,屏東縣,1,24
2013,45,住院,0-4,苗栗縣,0,6
2013,45,住院,0-4,桃園市,0,247
2013,45,住院,0-4,高雄市,1,190
2013,45,住院,0-4,基隆市,0,30
2013,45,住院,0-4,連江縣,0,1
2013,45,住院,0-4,雲林縣,0,4
2013,45,住院,0-4,新北市,2,146
2013,45,住院,0-4,新竹市,3,70
2013,45,住院,0-4,新竹縣,1,15
2013,45,住院,0-4,嘉義市,0,27
2013,45,住院,0-4,嘉義縣,0,31
2013,45,住院,0-4,彰化縣,5,152
2013,45,住院,15-24,台中市,1,210
2013,45,住院,15-24,台北市,4,243
2013,45,住院,15-24,台東縣,0,10
2013,45,住院,15-24,台南市,1,79
2013,45,住院,15-24,宜蘭縣,0,60
2013,45,住院,15-24,花蓮縣,0,42
2013,45,住院,15-24,金門縣,0,3
2013,45,住院,15-24,南投縣,0,12
2013,45,住院,15-24,屏東縣,0,41
2013,45,住院,15-24,苗栗縣,0,19
2013,45,住院,15-24,桃園市,0,214
2013,45,住院,15-24,高雄市,6,214
2013,45,住院,15-24,基隆市,2,18
2013,45,住院,15-24,雲林縣,1,19
2013,45,住院,15-24,新北市,14,172
2013,45,住院,15-24,新竹市,0,44
2013,45,住院,15-24,新竹縣,0,21
2013,45,住院,15-24,嘉義市,4,31
2013,45,住院,15-24,嘉義縣,0,30
2013,45,住院,15-24,彰化縣,3,104
2013,45,住院,15-24,澎湖縣,0,1
2013,45,住院,25-64,台中市,9,2644
2013,45,住院,25-64,台北市,41,4684
2013,45,住院,25-64,台東縣,1,169
2013,45,住院,25-64,台南市,6,1321
2013,45,住院,25-64,宜蘭縣,1,520
2013,45,住院,25-64,花蓮縣,0,460
2013,45,住院,25-64,金門縣,0,23
2013,45,住院,25-64,南投縣,0,186
2013,45,住院,25-64,屏東縣,2,395
2013,45,住院,25-64,苗栗縣,0,185
2013,45,住院,25-64,桃園市,13,2386
2013,45,住院,25-64,高雄市,33,3070
2013,45,住院,25-64,基隆市,12,329
2013,45,住院,25-64,連江縣,0,3
2013,45,住院,25-64,雲林縣,27,292
2013,45,住院,25-64,新北市,98,2418
2013,45,住院,25-64,新竹市,1,569
2013,45,住院,25-64,新竹縣,4,151
2013,45,住院,25-64,嘉義市,6,359
2013,45,住院,25-64,嘉義縣,0,536
2013,45,住院,25-64,彰化縣,6,1163
2013,45,住院,25-64,澎湖縣,0,20
2013,45,住院,5-14,台中市,3,125
2013,45,住院,5-14,台北市,7,235
2013,45,住院,5-14,台東縣,0,8
2013,45,住院,5-14,台南市,0,28
2013,45,住院,5-14,宜蘭縣,1,60
2013,45,住院,5-14,花蓮縣,0,18
2013,45,住院,5-14,金門縣,0,1
2013,45,住院,5-14,南投縣,0,11
2013,45,住院,5-14,屏東縣,0,19
2013,45,住院,5-14,苗栗縣,0,4
2013,45,住院,5-14,桃園市,0,148
2013,45,住院,5-14,高雄市,0,144
2013,45,住院,5-14,基隆市,0,22
2013,45,住院,5-14,雲林縣,0,3
2013,45,住院,5-14,新北市,0,75
2013,45,住院,5-14,新竹市,1,24
2013,45,住院,5-14,新竹縣,0,12
2013,45,住院,5-14,嘉義市,0,16
2013,45,住院,5-14,嘉義縣,0,25
2013,45,住院,5-14,彰化縣,2,86
2013,45,住院,65+,台中市,3,1299
2013,45,住院,65+,台北市,13,2681
2013,45,住院,65+,台東縣,0,125
2013,45,住院,65+,台南市,1,644
